text,label
"High-Resolution Image Harmonization via Collaborative Dual Transformations. Given a composite image, image harmonization aims to adjust the foreground to
make it compatible with the background. High-resolution image harmonization is
in high demand, but still remains unexplored. Conventional image harmonization
methods learn global RGB-to-RGB transformation which could effortlessly scale
to high resolution, but ignore diverse local context. Recent deep learning
methods learn the dense pixel-to-pixel transformation which could generate
harmonious outputs, but are highly constrained in low resolution. In this work,
we propose a high-resolution image harmonization network with Collaborative
Dual Transformation (CDTNet) to combine pixel-to-pixel transformation and
RGB-to-RGB transformation coherently in an end-to-end framework. Our CDTNet
consists of a low-resolution generator for pixel-to-pixel transformation, a
color mapping module for RGB-to-RGB transformation, and a refinement module to
take advantage of both. Extensive experiments on high-resolution image
harmonization dataset demonstrate that our CDTNet strikes a good balance
between efficiency and effectiveness.",cs.CV
"Why Do Adversarial Attacks Transfer? Explaining Transferability of Evasion and Poisoning Attacks. Transferability captures the ability of an attack against a machine-learning
model to be effective against a different, potentially unknown, model.
Empirical evidence for transferability has been shown in previous work, but the
underlying reasons why an attack transfers or not are not yet well understood.
In this paper, we present a comprehensive analysis aimed to investigate the
transferability of both test-time evasion and training-time poisoning attacks.
We provide a unifying optimization framework for evasion and poisoning attacks,
and a formal definition of transferability of such attacks. We highlight two
main factors contributing to attack transferability: the intrinsic adversarial
vulnerability of the target model, and the complexity of the surrogate model
used to optimize the attack. Based on these insights, we define three metrics
that impact an attack's transferability. Interestingly, our results derived
from theoretical analysis hold for both evasion and poisoning attacks, and are
confirmed experimentally using a wide range of linear and non-linear
classifiers and datasets.","68T10,68T45,cs.CR,cs.LG,stat.ML"
"Necessary and sufficient graphical conditions for optimal adjustment sets in causal graphical models with hidden variables. The problem of selecting optimal valid backdoor adjustment sets to estimate
causal effects in graphical models with hidden and conditioned variables is
addressed. Previous work has defined optimality as achieving the smallest
asymptotic variance compared to other adjustment sets and identified a
graphical criterion for an optimal set for the case without hidden variables.
For the case with hidden variables currently a sufficient graphical criterion
and a corresponding construction algorithm exists. Here optimality is
characterized by an information-theoretic approach based on the conditional
mutual informations among cause, effect, adjustment set, and conditioned
variables. This characterization allows to derive the main contributions of
this paper: A necessary and sufficient graphical criterion for the existence of
an optimal adjustment set and a definition and algorithm to construct it.
Further, the optimal set is valid if and only if a valid adjustment set exists
and has smaller (or equal) asymptotic variance compared to the Adjust-set
proposed in Perkovic et al. (2018) (arXiv:1606.06903) for any graph, whether
graphical optimality holds or not. The results are valid for a class of
estimators whose asymptotic variance follows a certain information-theoretic
relation. Numerical experiments indicate that the asymptotic results also hold
for relatively small sample sizes. For estimators outside of the class studied
here none of the considered adjustment sets outperforms all others, but a
minimized variant of the optimal set proposed here tends to have lower
variance. Surprisingly, among the randomly created setups more than 80\%
fulfill the optimality conditions indicating that also in many real-world
scenarios graphical optimality may hold. Code is available as part of the
python package \url{https://github.com/jakobrunge/tigramite}.","cs.IT,cs.LG,math.IT,math.ST,stat.TH"
"Spatio-Temporal Facial Expression Recognition Using Convolutional Neural Networks and Conditional Random Fields. Automated Facial Expression Recognition (FER) has been a challenging task for
decades. Many of the existing works use hand-crafted features such as LBP, HOG,
LPQ, and Histogram of Optical Flow (HOF) combined with classifiers such as
Support Vector Machines for expression recognition. These methods often require
rigorous hyperparameter tuning to achieve good results. Recently Deep Neural
Networks (DNN) have shown to outperform traditional methods in visual object
recognition. In this paper, we propose a two-part network consisting of a
DNN-based architecture followed by a Conditional Random Field (CRF) module for
facial expression recognition in videos. The first part captures the spatial
relation within facial images using convolutional layers followed by three
Inception-ResNet modules and two fully-connected layers. To capture the
temporal relation between the image frames, we use linear chain CRF in the
second part of our network. We evaluate our proposed network on three publicly
available databases, viz. CK+, MMI, and FERA. Experiments are performed in
subject-independent and cross-database manners. Our experimental results show
that cascading the deep network architecture with the CRF module considerably
increases the recognition of facial expressions in videos and in particular it
outperforms the state-of-the-art methods in the cross-database experiments and
yields comparable results in the subject-independent experiments.",cs.CV
"Handwritten Digit Recognition with a Committee of Deep Neural Nets on GPUs. The competitive MNIST handwritten digit recognition benchmark has a long
history of broken records since 1998. The most recent substantial improvement
by others dates back 7 years (error rate 0.4%) . Recently we were able to
significantly improve this result, using graphics cards to greatly speed up
training of simple but deep MLPs, which achieved 0.35%, outperforming all the
previous more complex methods. Here we report another substantial improvement:
0.31% obtained using a committee of MLPs.","cs.AI,cs.CV,cs.LG,cs.NE"
"RL-Scope: Cross-Stack Profiling for Deep Reinforcement Learning Workloads. Deep reinforcement learning (RL) has made groundbreaking advancements in
robotics, data center management and other applications. Unfortunately,
system-level bottlenecks in RL workloads are poorly understood; we observe
fundamental structural differences in RL workloads that make them inherently
less GPU-bound than supervised learning (SL). To explain where training time is
spent in RL workloads, we propose RL-Scope, a cross-stack profiler that scopes
low-level CPU/GPU resource usage to high-level algorithmic operations, and
provides accurate insights by correcting for profiling overhead. Using
RL-Scope, we survey RL workloads across its major dimensions including ML
backend, RL algorithm, and simulator. For ML backends, we explain a $2.3\times$
difference in runtime between equivalent PyTorch and TensorFlow algorithm
implementations, and identify a bottleneck rooted in overly abstracted
algorithm implementations. For RL algorithms and simulators, we show that
on-policy algorithms are at least $3.5\times$ more simulation-bound than
off-policy algorithms. Finally, we profile a scale-up workload and demonstrate
that GPU utilization metrics reported by commonly used tools dramatically
inflate GPU usage, whereas RL-Scope reports true GPU-bound time. RL-Scope is an
open-source tool available at https://github.com/UofT-EcoSystem/rlscope .","cs.LG,cs.SE"
"Hybrid Quantum-Classical Neural Network for Incident Detection. The efficiency and reliability of real-time incident detection models
directly impact the affected corridors' traffic safety and operational
conditions. The recent emergence of cloud-based quantum computing
infrastructure and innovations in noisy intermediate-scale quantum devices have
revealed a new era of quantum-enhanced algorithms that can be leveraged to
improve real-time incident detection accuracy. In this research, a hybrid
machine learning model, which includes classical and quantum machine learning
(ML) models, is developed to identify incidents using the connected vehicle
(CV) data. The incident detection performance of the hybrid model is evaluated
against baseline classical ML models. The framework is evaluated using data
from a microsimulation tool for different incident scenarios. The results
indicate that a hybrid neural network containing a 4-qubit quantum layer
outperforms all other baseline models when there is a lack of training data. We
have created three datasets; DS-1 with sufficient training data, and DS-2 and
DS-3 with insufficient training data. The hybrid model achieves a recall of
98.9%, 98.3%, and 96.6% for DS-1, DS-2, and DS-3, respectively. For DS-2 and
DS-3, the average improvement in F2-score (measures model's performance to
correctly identify incidents) achieved by the hybrid model is 1.9% and 7.8%,
respectively, compared to the classical models. It shows that with insufficient
data, which may be common for CVs, the hybrid ML model will perform better than
the classical models. With the continuing improvements of quantum computing
infrastructure, the quantum ML models could be a promising alternative for
CV-related applications when the available data is insufficient.","cs.LG,cs.SY,eess.SY,quant-ph"
"Deep Generative Markov State Models. We propose a deep generative Markov State Model (DeepGenMSM) learning
framework for inference of metastable dynamical systems and prediction of
trajectories. After unsupervised training on time series data, the model
contains (i) a probabilistic encoder that maps from high-dimensional
configuration space to a small-sized vector indicating the membership to
metastable (long-lived) states, (ii) a Markov chain that governs the
transitions between metastable states and facilitates analysis of the long-time
dynamics, and (iii) a generative part that samples the conditional distribution
of configurations in the next time step. The model can be operated in a
recursive fashion to generate trajectories to predict the system evolution from
a defined starting state and propose new configurations. The DeepGenMSM is
demonstrated to provide accurate estimates of the long-time kinetics and
generate valid distributions for molecular dynamics (MD) benchmark systems.
Remarkably, we show that DeepGenMSMs are able to make long time-steps in
molecular configuration space and generate physically realistic structures in
regions that were not seen in training data.","cs.LG,math.DS,math.PR,physics.data-an,stat.ML"
"DDet: Dual-path Dynamic Enhancement Network for Real-World Image Super-Resolution. Different from traditional image super-resolution task, real image
super-resolution(Real-SR) focus on the relationship between real-world
high-resolution(HR) and low-resolution(LR) image. Most of the traditional image
SR obtains the LR sample by applying a fixed down-sampling operator. Real-SR
obtains the LR and HR image pair by incorporating different quality optical
sensors. Generally, Real-SR has more challenges as well as broader application
scenarios. Previous image SR methods fail to exhibit similar performance on
Real-SR as the image data is not aligned inherently. In this article, we
propose a Dual-path Dynamic Enhancement Network(DDet) for Real-SR, which
addresses the cross-camera image mapping by realizing a dual-way dynamic
sub-pixel weighted aggregation and refinement. Unlike conventional methods
which stack up massive convolutional blocks for feature representation, we
introduce a content-aware framework to study non-inherently aligned image pair
in image SR issue. First, we use a content-adaptive component to exhibit the
Multi-scale Dynamic Attention(MDA). Second, we incorporate a long-term skip
connection with a Coupled Detail Manipulation(CDM) to perform collaborative
compensation and manipulation. The above dual-path model is joint into a
unified model and works collaboratively. Extensive experiments on the
challenging benchmarks demonstrate the superiority of our model.","cs.CV,cs.MM,eess.IV"
"Statistical and Computational Trade-Offs in Kernel K-Means. We investigate the efficiency of k-means in terms of both statistical and
computational requirements. More precisely, we study a Nystr\""om approach to
kernel k-means. We analyze the statistical properties of the proposed method
and show that it achieves the same accuracy of exact kernel k-means with only a
fraction of computations. Indeed, we prove under basic assumptions that
sampling $\sqrt{n}$ Nystr\""om landmarks allows to greatly reduce computational
costs without incurring in any loss of accuracy. To the best of our knowledge
this is the first result of this kind for unsupervised learning.","cs.DS,cs.LG,stat.ML"
"A Novel Adaptive Deep Network for Building Footprint Segmentation. Building footprint segmentations for high resolution images are increasingly
demanded for many remote sensing applications. By the emerging deep learning
approaches, segmentation networks have made significant advances in the
semantic segmentation of objects. However, these advances and the increased
access to satellite images require the generation of accurate object boundaries
in satellite images. In the current paper, we propose a novel network-based on
Pix2Pix methodology to solve the problem of inaccurate boundaries obtained by
converting satellite images into maps using segmentation networks in order to
segment building footprints. To define the new network named G2G, our framework
includes two generators where the first generator extracts localization
features in order to merge them with the boundary features extracted from the
second generator to segment all detailed building edges. Moreover, different
strategies are implemented to enhance the quality of the proposed networks'
results, implying that the proposed network outperforms state-of-the-art
networks in segmentation accuracy with a large margin for all evaluation
metrics. The implementation is available at
https://github.com/A2Amir/A-Novel-Adaptive-Deep-Network-for-Building-Footprint-Segmentation.","cs.CV,cs.LG,cs.NA,eess.IV,math.NA"
"Partial Recovery in the Graph Alignment Problem. In this paper, we consider the graph alignment problem, which is the problem
of recovering, given two graphs, a one-to-one mapping between nodes that
maximizes edge overlap. This problem can be viewed as a noisy version of the
well-known graph isomorphism problem and appears in many applications,
including social network deanonymization and cellular biology. Our focus here
is on partial recovery, i.e., we look for a one-to-one mapping which is correct
on a fraction of the nodes of the graph rather than on all of them, and we
assume that the two input graphs to the problem are correlated
Erd\H{o}s-R\'enyi graphs of parameters $(n,q,s)$. Our main contribution is then
to give necessary and sufficient conditions on $(n,q,s)$ under which partial
recovery is possible with high probability as the number of nodes $n$ goes to
infinity. In particular, we show that it is possible to achieve partial
recovery in the $nqs=\Theta(1)$ regime under certain additional assumptions. An
interesting byproduct of the analysis techniques we develop to obtain the
sufficiency result in the partial recovery setting is a tighter analysis of the
maximum likelihood estimator for the graph alignment problem, which leads to
improved sufficient conditions for exact recovery.","cs.DS,cs.LG,cs.SI,math.PR,stat.ML"
"Integrated Decision and Control at Multi-Lane Intersections with Mixed Traffic Flow. Autonomous driving at intersections is one of the most complicated and
accident-prone traffic scenarios, especially with mixed traffic participants
such as vehicles, bicycles and pedestrians. The driving policy should make safe
decisions to handle the dynamic traffic conditions and meet the requirements of
on-board computation. However, most of the current researches focuses on
simplified intersections considering only the surrounding vehicles and
idealized traffic lights. This paper improves the integrated decision and
control framework and develops a learning-based algorithm to deal with complex
intersections with mixed traffic flows, which can not only take account of
realistic characteristics of traffic lights, but also learn a safe policy under
different safety constraints. We first consider different velocity models for
green and red lights in the training process and use a finite state machine to
handle different modes of light transformation. Then we design different types
of distance constraints for vehicles, traffic lights, pedestrians, bicycles
respectively and formulize the constrained optimal control problems (OCPs) to
be optimized. Finally, reinforcement learning (RL) with value and policy
networks is adopted to solve the series of OCPs. In order to verify the safety
and efficiency of the proposed method, we design a multi-lane intersection with
the existence of large-scale mixed traffic participants and set practical
traffic light phases. The simulation results indicate that the trained decision
and control policy can well balance safety and tracking performance. Compared
with model predictive control (MPC), the computational time is three orders of
magnitude lower.","cs.AI,cs.LG,cs.SY,eess.SY"
"Logic Explained Networks. The large and still increasing popularity of deep learning clashes with a
major limit of neural network architectures, that consists in their lack of
capability in providing human-understandable motivations of their decisions. In
situations in which the machine is expected to support the decision of human
experts, providing a comprehensible explanation is a feature of crucial
importance. The language used to communicate the explanations must be formal
enough to be implementable in a machine and friendly enough to be
understandable by a wide audience. In this paper, we propose a general approach
to Explainable Artificial Intelligence in the case of neural architectures,
showing how a mindful design of the networks leads to a family of interpretable
deep learning models called Logic Explained Networks (LENs). LENs only require
their inputs to be human-understandable predicates, and they provide
explanations in terms of simple First-Order Logic (FOL) formulas involving such
predicates. LENs are general enough to cover a large number of scenarios.
Amongst them, we consider the case in which LENs are directly used as special
classifiers with the capability of being explainable, or when they act as
additional networks with the role of creating the conditions for making a
black-box classifier explainable by FOL formulas. Despite supervised learning
problems are mostly emphasized, we also show that LENs can learn and provide
explanations in unsupervised learning settings. Experimental results on several
datasets and tasks show that LENs may yield better classifications than
established white-box models, such as decision trees and Bayesian rule lists,
while providing more compact and meaningful explanations.","cs.AI,cs.LG,cs.LO,cs.NE"
"End-to-End Video-To-Speech Synthesis using Generative Adversarial Networks. Video-to-speech is the process of reconstructing the audio speech from a
video of a spoken utterance. Previous approaches to this task have relied on a
two-step process where an intermediate representation is inferred from the
video, and is then decoded into waveform audio using a vocoder or a waveform
reconstruction algorithm. In this work, we propose a new end-to-end
video-to-speech model based on Generative Adversarial Networks (GANs) which
translates spoken video to waveform end-to-end without using any intermediate
representation or separate waveform synthesis algorithm. Our model consists of
an encoder-decoder architecture that receives raw video as input and generates
speech, which is then fed to a waveform critic and a power critic. The use of
an adversarial loss based on these two critics enables the direct synthesis of
raw audio waveform and ensures its realism. In addition, the use of our three
comparative losses helps establish direct correspondence between the generated
audio and the input video. We show that this model is able to reconstruct
speech with remarkable realism for constrained datasets such as GRID, and that
it is the first end-to-end model to produce intelligible speech for LRW (Lip
Reading in the Wild), featuring hundreds of speakers recorded entirely `in the
wild'. We evaluate the generated samples in two different scenarios -- seen and
unseen speakers -- using four objective metrics which measure the quality and
intelligibility of artificial speech. We demonstrate that the proposed approach
outperforms all previous works in most metrics on GRID and LRW.","cs.CV,cs.LG,cs.SD,eess.AS"
"RAIN: Reinforced Hybrid Attention Inference Network for Motion Forecasting. Motion forecasting plays a significant role in various domains (e.g.,
autonomous driving, human-robot interaction), which aims to predict future
motion sequences given a set of historical observations. However, the observed
elements may be of different levels of importance. Some information may be
irrelevant or even distracting to the forecasting in certain situations. To
address this issue, we propose a generic motion forecasting framework (named
RAIN) with dynamic key information selection and ranking based on a hybrid
attention mechanism. The general framework is instantiated to handle
multi-agent trajectory prediction and human motion forecasting tasks,
respectively. In the former task, the model learns to recognize the relations
between agents with a graph representation and to determine their relative
significance. In the latter task, the model learns to capture the temporal
proximity and dependency in long-term human motions. We also propose an
effective double-stage training pipeline with an alternating training strategy
to optimize the parameters in different modules of the framework. We validate
the framework on both synthetic simulations and motion forecasting benchmarks
in different domains, demonstrating that our method not only achieves
state-of-the-art forecasting performance, but also provides interpretable and
reasonable hybrid attention weights.","cs.AI,cs.CV,cs.LG,cs.MA,cs.RO"
"Model Extraction Attacks on Graph Neural Networks: Taxonomy and Realization. Graph neural networks (GNNs) have been widely used to analyze the
graph-structured data in various application domains, e.g., social networks,
molecular biology, and anomaly detection. With great power, the GNN models,
usually as valuable Intellectual Properties of their owners, also become
attractive targets of the attacker. Recent studies show that machine learning
models are facing a severe threat called Model Extraction Attacks, where a
well-trained private model owned by a service provider can be stolen by the
attacker pretending as a client. Unfortunately, existing works focus on the
models trained on the Euclidean space, e.g., images and texts, while how to
extract a GNN model that contains a graph structure and node features is yet to
be explored. In this paper, we explore and develop model extraction attacks
against GNN models. Given only black-box access to a target GNN model, the
attacker aims to reconstruct a duplicated one via several nodes he obtained
(called attacker nodes). We first systematically formalise the threat modeling
in the context of GNN model extraction and classify the adversarial threats
into seven categories by considering different background knowledge of the
attacker, e.g., attributes and/or neighbor connectives of the attacker nodes.
Then we present the detailed methods which utilize the accessible knowledge in
each threat to implement the attacks. By evaluating over three real-world
datasets, our attacks are shown to extract duplicated models effectively, i.e.,
more than 89% inputs in the target domain have the same output predictions as
the victim model.","cs.CR,cs.LG"
"DeepFlow: History Matching in the Space of Deep Generative Models. The calibration of a reservoir model with observed transient data of fluid
pressures and rates is a key task in obtaining a predictive model of the flow
and transport behaviour of the earth's subsurface. The model calibration task,
commonly referred to as ""history matching"", can be formalised as an ill-posed
inverse problem where we aim to find the underlying spatial distribution of
petrophysical properties that explain the observed dynamic data. We use a
generative adversarial network pretrained on geostatistical object-based models
to represent the distribution of rock properties for a synthetic model of a
hydrocarbon reservoir. The dynamic behaviour of the reservoir fluids is
modelled using a transient two-phase incompressible Darcy formulation. We
invert for the underlying reservoir properties by first modeling property
distributions using the pre-trained generative model then using the adjoint
equations of the forward problem to perform gradient descent on the latent
variables that control the output of the generative model. In addition to the
dynamic observation data, we include well rock-type constraints by introducing
an additional objective function. Our contribution shows that for a synthetic
test case, we are able to obtain solutions to the inverse problem by optimising
in the latent variable space of a deep generative model, given a set of
transient observations of a non-linear forward problem.","68T10 (Primary) 68T20,76T99 (Secondary),86-04,86-08,I.5.1; I.6.3; I.5.4; I.2.8,cs.CV,cs.LG,physics.comp-ph,physics.geo-ph,stat.ML"
"MMLSpark: Unifying Machine Learning Ecosystems at Massive Scales. We introduce Microsoft Machine Learning for Apache Spark (MMLSpark), an
ecosystem of enhancements that expand the Apache Spark distributed computing
library to tackle problems in Deep Learning, Micro-Service Orchestration,
Gradient Boosting, Model Interpretability, and other areas of modern
computation. Furthermore, we present a novel system called Spark Serving that
allows users to run any Apache Spark program as a distributed, sub-millisecond
latency web service backed by their existing Spark Cluster. All MMLSpark
contributions have the same API to enable simple composition across frameworks
and usage across batch, streaming, and RESTful web serving scenarios on static,
elastic, or serverless clusters. We showcase MMLSpark by creating a method for
deep object detection capable of learning without human labeled data and
demonstrate its effectiveness for Snow Leopard conservation.","cs.AI,cs.DC,cs.LG,stat.ML"
"Relative Positional Encoding for Transformers with Linear Complexity. Recent advances in Transformer models allow for unprecedented sequence
lengths, due to linear space and time complexity. In the meantime, relative
positional encoding (RPE) was proposed as beneficial for classical Transformers
and consists in exploiting lags instead of absolute positions for inference.
Still, RPE is not available for the recent linear-variants of the Transformer,
because it requires the explicit computation of the attention matrix, which is
precisely what is avoided by such methods. In this paper, we bridge this gap
and present Stochastic Positional Encoding as a way to generate PE that can be
used as a replacement to the classical additive (sinusoidal) PE and provably
behaves like RPE. The main theoretical contribution is to make a connection
between positional encoding and cross-covariance structures of correlated
Gaussian processes. We illustrate the performance of our approach on the
Long-Range Arena benchmark and on music generation.","cs.CL,cs.LG,cs.SD,eess.AS,stat.ML"
"Depth Reconstruction from Sparse Samples: Representation, Algorithm, and Sampling. The rapid development of 3D technology and computer vision applications have
motivated a thrust of methodologies for depth acquisition and estimation.
However, most existing hardware and software methods have limited performance
due to poor depth precision, low resolution and high computational cost. In
this paper, we present a computationally efficient method to recover dense
depth maps from sparse measurements. We make three contributions. First, we
provide empirical evidence that depth maps can be encoded much more sparsely
than natural images by using common dictionaries such as wavelets and
contourlets. We also show that a combined wavelet-contourlet dictionary
achieves better performance than using either dictionary alone. Second, we
propose an alternating direction method of multipliers (ADMM) to achieve fast
reconstruction. A multi-scale warm start procedure is proposed to speed up the
convergence. Third, we propose a two-stage randomized sampling scheme to
optimally choose the sampling locations, thus maximizing the reconstruction
performance for any given sampling budget. Experimental results show that the
proposed method produces high quality dense depth estimates, and is robust to
noisy measurements. Applications to real data in stereo matching are
demonstrated.",cs.CV
"An Interpretable Compression and Classification System: Theory and Applications. This study proposes a low-complexity interpretable classification system. The
proposed system contains three main modules including feature extraction,
feature reduction, and classification. All of them are linear. Thanks to the
linear property, the extracted and reduced features can be inversed to original
data, like a linear transform such as Fourier transform, so that one can
quantify and visualize the contribution of individual features towards the
original data. Also, the reduced features and reversibility naturally endure
the proposed system ability of data compression. This system can significantly
compress data with a small percent deviation between the compressed and the
original data. At the same time, when the compressed data is used for
classification, it still achieves high testing accuracy. Furthermore, we
observe that the extracted features of the proposed system can be approximated
to uncorrelated Gaussian random variables. Hence, classical theory in
estimation and detection can be applied for classification. This motivates us
to propose using a MAP (maximum a posteriori) based classification method. As a
result, the extracted features and the corresponding performance have
statistical meaning and mathematically interpretable. Simulation results show
that the proposed classification system not only enjoys significant reduced
training and testing time but also high testing accuracy compared to the
conventional schemes.","cs.CV,eess.SP"
"Fast And Efficient Boolean Matrix Factorization By Geometric Segmentation. Boolean matrix has been used to represent digital information in many fields,
including bank transaction, crime records, natural language processing,
protein-protein interaction, etc. Boolean matrix factorization (BMF) aims to
find an approximation of a binary matrix as the Boolean product of two low rank
Boolean matrices, which could generate vast amount of information for the
patterns of relationships between the features and samples. Inspired by binary
matrix permutation theories and geometric segmentation, we developed a fast and
efficient BMF approach called MEBF (Median Expansion for Boolean
Factorization). Overall, MEBF adopted a heuristic approach to locate binary
patterns presented as submatrices that are dense in 1's. At each iteration,
MEBF permutates the rows and columns such that the permutated matrix is
approximately Upper Triangular-Like (UTL) with so-called Simultaneous
Consecutive-ones Property (SC1P). The largest submatrix dense in 1 would lies
on the upper triangular area of the permutated matrix, and its location was
determined based on a geometric segmentation of a triangular. We compared MEBF
with other state of the art approaches on data scenarios with different
sparsity and noise levels. MEBF demonstrated superior performances in lower
reconstruction error, and higher computational efficiency, as well as more
accurate sparse patterns than popular methods such as ASSO, PANDA and MP. We
demonstrated the application of MEBF on both binary and non-binary data sets,
and revealed its further potential in knowledge retrieving and data denoising.","cs.CG,cs.LG,stat.ML"
"Affine and Regional Dynamic Time Warpng. Pointwise matches between two time series are of great importance in time
series analysis, and dynamic time warping (DTW) is known to provide generally
reasonable matches. There are situations where time series alignment should be
invariant to scaling and offset in amplitude or where local regions of the
considered time series should be strongly reflected in pointwise matches. Two
different variants of DTW, affine DTW (ADTW) and regional DTW (RDTW), are
proposed to handle scaling and offset in amplitude and provide regional
emphasis respectively. Furthermore, ADTW and RDTW can be combined in two
different ways to generate alignments that incorporate advantages from both
methods, where the affine model can be applied either globally to the entire
time series or locally to each region. The proposed alignment methods
outperform DTW on specific simulated datasets, and one-nearest-neighbor
classifiers using their associated difference measures are competitive with the
difference measures associated with state-of-the-art alignment methods on real
datasets.","cs.CE,cs.CV,cs.LG"
"ATOM3D: Tasks On Molecules in Three Dimensions. Computational methods that operate on three-dimensional molecular structure
have the potential to solve important questions in biology and chemistry. In
particular, deep neural networks have gained significant attention, but their
widespread adoption in the biomolecular domain has been limited by a lack of
either systematic performance benchmarks or a unified toolkit for interacting
with molecular data. To address this, we present ATOM3D, a collection of both
novel and existing benchmark datasets spanning several key classes of
biomolecules. We implement several classes of three-dimensional molecular
learning methods for each of these tasks and show that they consistently
improve performance relative to methods based on one- and two-dimensional
representations. The specific choice of architecture proves to be critical for
performance, with three-dimensional convolutional networks excelling at tasks
involving complex geometries, graph networks performing well on systems
requiring detailed positional information, and the more recently developed
equivariant networks showing significant promise. Our results indicate that
many molecular problems stand to gain from three-dimensional molecular
learning, and that there is potential for improvement on many tasks which
remain underexplored. To lower the barrier to entry and facilitate further
developments in the field, we also provide a comprehensive suite of tools for
dataset processing, model training, and evaluation in our open-source atom3d
Python package. All datasets are available for download from
https://www.atom3d.ai .","cs.LG,physics.bio-ph,physics.comp-ph,q-bio.BM"
"Attentive Adversarial Learning for Domain-Invariant Training. Adversarial domain-invariant training (ADIT) proves to be effective in
suppressing the effects of domain variability in acoustic modeling and has led
to improved performance in automatic speech recognition (ASR). In ADIT, an
auxiliary domain classifier takes in equally-weighted deep features from a deep
neural network (DNN) acoustic model and is trained to improve their
domain-invariance by optimizing an adversarial loss function. In this work, we
propose an attentive ADIT (AADIT) in which we advance the domain classifier
with an attention mechanism to automatically weight the input deep features
according to their importance in domain classification. With this attentive
re-weighting, AADIT can focus on the domain normalization of phonetic
components that are more susceptible to domain variability and generates deep
features with improved domain-invariance and senone-discriminativity over ADIT.
Most importantly, the attention block serves only as an external component to
the DNN acoustic model and is not involved in ASR, so AADIT can be used to
improve the acoustic modeling with any DNN architectures. More generally, the
same methodology can improve any adversarial learning system with an auxiliary
discriminator. Evaluated on CHiME-3 dataset, the AADIT achieves 13.6% and 9.3%
relative WER improvements, respectively, over a multi-conditional model and a
strong ADIT baseline.","cs.CL,cs.LG,cs.SD,eess.AS,stat.ML"
"Optimizing Large-Scale Fleet Management on a Road Network using Multi-Agent Deep Reinforcement Learning with Graph Neural Network. We propose a novel approach to optimize fleet management by combining
multi-agent reinforcement learning with graph neural network. To provide
ride-hailing service, one needs to optimize dynamic resources and demands over
spatial domain. While the spatial structure was previously approximated with a
regular grid, our approach represents the road network with a graph, which
better reflects the underlying geometric structure. Dynamic resource allocation
is formulated as multi-agent reinforcement learning, whose action-value
function (Q function) is approximated with graph neural networks. We use
stochastic policy update rule over the graph with deep Q-networks (DQN), and
achieve superior results over the greedy policy update. We design a realistic
simulator that emulates the empirical taxi call data, and confirm the
effectiveness of the proposed model under various conditions.","cs.LG,cs.SY,eess.SY"
"Automated Vulnerability Detection in Source Code Using Deep Representation Learning. Increasing numbers of software vulnerabilities are discovered every year
whether they are reported publicly or discovered internally in proprietary
code. These vulnerabilities can pose serious risk of exploit and result in
system compromise, information leaks, or denial of service. We leveraged the
wealth of C and C++ open-source code available to develop a large-scale
function-level vulnerability detection system using machine learning. To
supplement existing labeled vulnerability datasets, we compiled a vast dataset
of millions of open-source functions and labeled it with carefully-selected
findings from three different static analyzers that indicate potential
exploits. The labeled dataset is available at: https://osf.io/d45bw/. Using
these datasets, we developed a fast and scalable vulnerability detection tool
based on deep feature representation learning that directly interprets lexed
source code. We evaluated our tool on code from both real software packages and
the NIST SATE IV benchmark dataset. Our results demonstrate that deep feature
representation learning on source code is a promising approach for automated
software vulnerability detection.","cs.AI,cs.LG,cs.SE,stat.ML"
"Exact and approximate inference in graphical models: variable elimination and beyond. Probabilistic graphical models offer a powerful framework to account for the
dependence structure between variables, which is represented as a graph.
However, the dependence between variables may render inference tasks
intractable. In this paper we review techniques exploiting the graph structure
for exact inference, borrowed from optimisation and computer science. They are
built on the principle of variable elimination whose complexity is dictated in
an intricate way by the order in which variables are eliminated. The so-called
treewidth of the graph characterises this algorithmic complexity: low-treewidth
graphs can be processed efficiently. The first message that we illustrate is
therefore the idea that for inference in graphical model, the number of
variables is not the limiting factor, and it is worth checking for the
treewidth before turning to approximate methods. We show how algorithms
providing an upper bound of the treewidth can be exploited to derive a 'good'
elimination order enabling to perform exact inference. The second message is
that when the treewidth is too large, algorithms for approximate inference
linked to the principle of variable elimination, such as loopy belief
propagation and variational approaches, can lead to accurate results while
being much less time consuming than Monte-Carlo approaches. We illustrate the
techniques reviewed in this article on benchmarks of inference problems in
genetic linkage analysis and computer vision, as well as on hidden variables
restoration in coupled Hidden Markov Models.","cs.AI,cs.LG,stat.ML"
